Region,Basin,Sub_Basin,Watercourse,Sub_Basin_Area,Sub_Basin_Proportion_of_Basin,DIN,FRP,High_DO,Low_DO,TP,Turbidity,Nutrients,Min_DO,Phys_Chem,Overall_WQ,DIN_Weighted,FRP_Weighted,High_DO_Weighted,Low_DO_Weighted,TP_Weighted,Turbidity_Weighted,Nutrients_Weighted,Phys_Chem_Weighted,Overall_WQ_Weighted,High_DO_Grade,Low_DO_Grade,TP_Grade,Turbidity_Grade,Nutrients_Grade,Min_DO_Grade,Phys_Chem_Grade,Overall_WQ_Grade,DIN_Weighted_Grade,FRP_Weighted_Grade,High_DO_Weighted_Grade,Low_DO_Weighted_Grade,TP_Weighted_Grade,Turbidity_Weighted_Grade,Nutrients_Weighted_Grade,Phys_Chem_Weighted_Grade,Overall_WQ_Weighted_Grade
DT,Black,Rollingstone Creek,Leichhardt Creek,145,0.2148148148148148,90,90,90,62.29672546857772,90,68.21045710003746,90,62.29672546857772,65.25359128430759,77.6267956421538,19.333333333333332,19.333333333333332,19.333333333333332,13.38225954510188,19.333333333333332,14.652616710378416,19.333333333333332,14.017438127740148,16.67538573053674,A,B,A,B,A,B,B,B,E,E,E,E,E,E,E,E,E
DT,Black,Rollingstone Creek,Saltwater Creek,145,0.2148148148148148,90,90,90,90,90,57.794099999999986,90,90,73.89705,81.94852499999999,19.333333333333332,19.333333333333332,19.333333333333332,19.333333333333332,19.333333333333332,12.415028888888884,19.333333333333332,15.874181111111108,17.603757222222217,A,A,A,C,A,A,B,A,E,E,E,E,E,E,E,E,E
DT,Black,Rollingstone Creek,Rollingstone Creek,145,0.2148148148148148,61.089999999999996,90,90,51.156000000000034,90,90,75.545,51.156000000000034,70.57800000000002,73.06150000000001,13.123037037037035,19.333333333333332,19.333333333333332,10.989066666666673,19.333333333333332,19.333333333333332,16.228185185185183,15.161200000000003,15.694692592592594,A,C,A,A,B,C,B,B,E,E,E,E,E,E,E,E,E
DT,Black,Crystal Creek,Ollera Creek,116,0.17185185185185184,90,90,90,0,90,90,90,0,45,67.5,15.466666666666665,15.466666666666665,15.466666666666665,0,15.466666666666665,15.466666666666665,15.466666666666665,7.7333333333333325,11.6,A,E,A,A,A,E,C,B,E,E,E,E,E,E,E,E,E
DT,Black,Crystal Creek,Crystal Creek,116,0.17185185185185184,90,90,90,90,90,90,90,90,90,90,15.466666666666665,15.466666666666665,15.466666666666665,15.466666666666665,15.466666666666665,15.466666666666665,15.466666666666665,15.466666666666665,15.466666666666665,A,A,A,A,A,A,A,A,E,E,E,E,E,E,E,E,E
DT,Black,Paluma Dam,Paluma Lake,2,0.00296296296296296,10.150000000000013,NA,90,52.929772793704664,40.599999999999994,90,25.375000000000004,52.929772793704664,71.46488639685234,48.41994319842617,0.030074074074074083,NA,0.26666666666666644,0.15682895642579145,0.12029629629629617,0.26666666666666644,0.07518518518518513,0.21174781154622896,0.14346649836570702,A,C,D,A,D,C,B,C,E,NA,E,E,E,E,E,E,E
DT,Ross,Upper Ross River,NA,458,0.32,57.516666666666666,NA,90,90,59.129651162790694,90,58.32315891472868,NA,90,74.16157945736434,18.405333333333335,NA,28.8,28.8,18.921488372093023,28.8,18.663410852713177,28.8,23.73170542635659,A,A,C,A,C,NA,A,B,E,NA,D,D,E,D,E,D,D
DT,Ross,Lower Ross River,NA,786,0.56,61.53998623623624,90,90,53.017970809221126,90,90,65.98980105105105,NA,71.50898540461056,68.74939322783081,34.4623922922923,50.400000000000006,50.400000000000006,29.690063653163833,50.400000000000006,50.400000000000006,36.95428858858859,40.04503182658191,38.49966020758526,A,C,A,A,B,NA,B,B,D,C,C,D,C,C,D,D,D
DT,Ross,Bohle River,NA,169,0.12,0,NA,90,25.050200000000007,0,63.00098223615464,0,NA,44.02559111807733,22.012795559038665,0,NA,10.799999999999999,3.006024000000001,0,7.560117868338557,0,5.283070934169279,2.6415354670846396,A,D,E,B,E,NA,C,D,E,NA,E,E,E,E,E,E,E
DT,Black,Black River,NA,250,0.37,61.98909638554216,90,64.89512611879576,90,39.584999999999994,72.13563803543394,50.78704819277108,NA,68.51538207711485,59.651215134942966,22.9359656626506,33.3,24.01119666395443,33.3,14.646449999999998,26.69018607311056,18.7912078313253,25.350691368532495,22.0709495999289,B,A,D,B,C,NA,B,C,D,D,D,D,E,D,E,D,D
DT,Black,Bluewater Creek,NA,162,0.24,84.46968253968254,90,77.18733333333334,75.0798451273302,61.981111111111105,28.00755865739735,73.22539682539681,NA,45.13736855903044,59.18138269221363,20.272723809523807,21.599999999999998,18.52496,18.01916283055925,14.875466666666664,6.721814077775364,17.574095238095236,10.832968454167306,14.203531846131272,B,B,B,D,B,NA,C,C,E,D,E,E,E,E,E,E,E
DT,Black,Rollingstone Creek,NA,145,0.2148148148148148,80.36333333333333,90,90,67.81757515619259,90,72.00151903334582,85.18166666666667,NA,69.9095470947692,77.54560688071793,17.263234567901232,19.333333333333332,19.333333333333332,14.568219848367296,19.333333333333332,15.466992977533543,18.298283950617282,15.017606412950418,16.657945181783848,A,B,A,B,A,NA,B,B,E,E,E,E,E,E,E,E,E
DT,Black,Crystal Creek,NA,116,0.17185185185185184,90,90,90,45,90,90,90,NA,67.5,78.75,15.466666666666665,15.466666666666665,15.466666666666665,7.7333333333333325,15.466666666666665,15.466666666666665,15.466666666666665,11.6,13.533333333333331,A,C,A,A,A,NA,B,B,E,E,E,E,E,E,E,E,E
DT,Black,Paluma Dam,NA,2,0.00296296296296296,10.150000000000013,NA,90,52.929772793704664,40.599999999999994,90,25.375000000000004,NA,71.46488639685234,48.41994319842617,0.030074074074074083,NA,0.26666666666666644,0.15682895642579145,0.12029629629629617,0.26666666666666644,0.07518518518518513,0.21174781154622896,0.14346649836570702,A,C,D,A,D,NA,B,C,E,NA,E,E,E,E,E,E,E
DT,Ross,NA,NA,1413,NA,40.35610422922923,90,90,49.85905207127723,37.28241279069768,81.00032741205155,42.715427011313636,NA,65.42968974166439,54.07255837648901,52.86772562562564,50.400000000000006,90,61.49608765316383,69.32148837209303,86.76011786833857,55.61769944130177,74.12810276075119,64.87290110102649,A,C,D,A,C,NA,B,C,C,C,A,B,B,A,C,B,B
DT,Black,NA,NA,675,NA,74.66381440045897,90,83.64571261187957,66.1622033644273,71.61283333333333,64.21628711076634,73.13832386689616,NA,62.01210154353661,67.57521270521639,75.96866478081638,89.69999999999999,77.60282333062109,73.77754496868566,64.44221296296296,64.6123264617528,70.20543887188967,63.01301404719645,66.60922645954305,A,B,B,B,B,NA,B,B,B,A,B,B,B,B,B,B,B
